province_name,district_name,lat,lon
Adana,Aladağ,37.66664161425269,35.387781159274844
Adana,Ceyhan,37.01188762408269,35.768197774868256
Adana,Feke,37.87149501654729,35.82175412166473
Adana,İmamoğlu,37.259450755722085,35.60816661152585
Adana,Karaisali,37.25914702378393,35.14288805669741
Adana,Karataş,36.675979449634504,35.229132124491095
Adana,Kozan,37.53681464962676,35.840943226510305
Adana,Pozantı,37.54648277891881,34.98430156975578
Adana,Saimbeyli,37.989007528768724,36.13436444012252
Adana,Seyhan,36.912762856941804,35.17898024007434
Adana,Tufanbeyli,38.27092830135996,36.261242486083596
Adana,Yumurtalık,36.710570748576025,35.61362903076997
Adana,Yüreğir,36.9702209447011,35.42196564547398
Adiyaman,Besni,37.580984234646984,37.9021105320502
Adiyaman,Çelikhan,38.05858677551078,38.32101454195479
Adiyaman,Gerger,38.02434275066536,38.99318871698758
Adiyaman,Gölbaşı,37.69827262449037,37.59807051058772
Adiyaman,Kahta,37.799513596831254,38.694339858723005
Adiyaman,Merkez,37.70841704317855,38.261284947937625
Adiyaman,Samsat,37.56570577274376,38.49118352181627
Adiyaman,Sincik,38.040170204711785,38.55041496078256
Adiyaman,Tut,37.79475172793583,37.9227827564413
Afyon,Başmakçı,37.867487273557046,30.009480465472784
Afyon,Bayat,39.025107370010666,30.925424100508373
Afyon,Bolvadin,38.774912464189356,31.219356309714346
Afyon,Çay,38.52005533784735,30.98298966884557
Afyon,Çobanlar,38.68505194274979,30.8276650025872
Afyon,Dazkırı,37.91931503587757,29.78324080300375
Afyon,Dinar,38.13963427758678,30.25053730612807
Afyon,Emirdağ,39.028268571268626,31.340214629467827
Afyon,Evciler,38.03260230243983,29.871175212743633
Afyon,Hocalar,38.580242283688726,29.949283400245342
Afyon,İhsaniye,39.02955785163041,30.469943449400898
Afyon,İscehisar,38.92538934713586,30.782993569198254
Afyon,Kızılören,38.26199409344205,30.156001670512172
Afyon,Merkez,38.7853757954168,30.536704399875866
Afyon,Sandıklı,38.45140090878305,30.180279604536608
Afyon,Sincanlı,38.74613600480689,30.254204005116105
Afyon,Şuhut,38.45333192690092,30.600052697924678
Afyon,Sultandağı,38.607430862405145,31.414961415445124
Agri,Diyadin,39.47784231622719,43.61747733837812
Agri,Doğubeyazıt,39.57772620465168,44.0361939897038
Agri,Eleşkirt,39.82510285619879,42.691230264416106
Agri,Hamur,39.50133553495088,43.08810174876008
Agri,Merkez,39.81191794435278,43.17243541088944
Agri,Patnos,39.216612516116705,42.91331429708272
Agri,Taşlıçay,39.58959087812761,43.38477277992072
Agri,Tutak,39.50821002149996,42.72018174758034
Aksaray,Ağaçören,38.65139432761589,33.840663178323666
Aksaray,Eskil,38.21935992680877,33.422025001399746
Aksaray,Gülağaç,38.36295091512031,34.320609678027004
Aksaray,Güzelyurt,38.230928268045155,34.32282038107879
Aksaray,Merkez,38.284408606216736,33.86553589635082
Aksaray,Ortaköy,38.61718846424526,34.13302931631731
Aksaray,Sarıyahşi,38.85773237788003,34.037252769632495
Amasya,Göynücek,40.35867238447269,35.538375598933854
Amasya,Gümüşhacıköy,40.909698544032864,35.21062233479086
Amasya,Hamamözü,40.76004829681186,35.12070432415393
Amasya,Merkez,40.608305141592574,35.897315177085645
Amasya,Merzifon,40.817841695127036,35.45417707392841
Amasya,Suluova,40.77809402019211,35.74691043699064
Amasya,Taşova,40.7649725578992,36.285497775480664
Ankara,Akyurt,40.06083150250431,33.16136031074967
Ankara,Altındağ,39.983391752880046,32.99614538832616
Ankara,Ayaş,40.00834633116306,32.291128093221246
Ankara,Bala,39.50941940602818,33.09593000372795
Ankara,Beypazarı,40.148626921507464,31.928691301037116
Ankara,Çamlıdere,40.46454722820688,32.44177848760462
Ankara,Çankaya,39.87827862418089,32.83355417906906
Ankara,Çubuk,40.267140359722305,33.023156870220085
Ankara,Elmadağ,39.877574921492126,33.30015144879477
Ankara,Etimesgut,39.910108075926935,32.62595591899054
Ankara,Evren,38.97881429988725,33.822783442093375
Ankara,Gölbaşı,39.64262116121575,32.81282201919034
Ankara,Güdül,40.214076700269146,32.241936758790615
Ankara,Haymana,39.3185192771997,32.59356523139481
Ankara,Kalecik,40.15854406716938,33.4550388144467
Ankara,Kazan,40.14352830725688,32.649665570911395
Ankara,Keçiören,40.05386004648713,32.8264983455073
Ankara,Kızılcahamam,40.44366479041166,32.663697410896276
Ankara,Mamak,39.8676408733446,33.0102161889436
Ankara,Nallıhan,40.1817599533106,31.31642733462549
Ankara,Polatlı,39.514738402315544,32.169318837639516
Ankara,Sincan,39.95395828425514,32.50073789721857
Ankara,Şultan Koçhisar,38.95369175839502,33.54901653806994
Ankara,Yenimahalle,39.884264645349155,32.656541104633305
Antalya,Akseki,37.05337569574966,31.847930223531673
Antalya,Alanya,36.58755447429034,32.20195394994232
Antalya,Elmalı,36.736003924888614,29.888323981747423
Antalya,Finike,36.433421276640615,30.030913037455424
Antalya,Gazipaşa,36.324611298064006,32.48116908352812
Antalya,Gündoğmuş,36.82195222023363,32.07490729446956
Antalya,İbradi,37.14851236840038,31.562885254674363
Antalya,Kale,36.27521195349218,29.91074540485377
Antalya,Kaş,36.380762183330084,29.598792609594234
Antalya,Kemer,36.53692594043173,30.47499352810554
Antalya,Korkuteli,37.052451088405626,30.17773457501594
Antalya,Kumluca,36.52403466324749,30.285552538674835
Antalya,Manavgat,37.02317371687421,31.369192334049977
Antalya,Merkez,36.9786028896458,30.636246147678914
Antalya,Serik,37.09598692978779,31.015402418068366
Ardahan,Çıldır,41.15692433888374,43.096649142856286
Ardahan,Damal,41.36154681558827,42.84665621766167
Ardahan,Göle,40.83735017508182,42.62810865420469
Ardahan,Hanak,41.26082553068453,42.77275395307841
Ardahan,Merkez,41.06458364029876,42.69550814036295
Ardahan,Posof,41.46922105274512,42.68965833449572
Artvin,Ardanuç,41.08845699117457,42.139992832460976
Artvin,Arhavi,41.234358992715286,41.354120682807874
Artvin,Borçka,41.38063140246368,41.78063321095909
Artvin,Hopa,41.39857627073446,41.47175452158588
Artvin,Merkez,41.143545773569386,41.82901130223146
Artvin,Murgul,41.198400289469106,41.535772043828715
Artvin,Şavşat,41.32293418726509,42.303279598551924
Artvin,Yusufeli,40.832995051529046,41.580932988190895
Aydin,Bozdoğan,37.666451459721365,28.410586895115692
Aydin,Buharkent,37.99635726879021,28.79191954779428
Aydin,Çine,37.61060540977861,28.03408165824508
Aydin,Didim,37.43872549178572,27.306272881738938
Aydin,Germencik,37.89078950931182,27.558021996713787
Aydin,İncirliova,37.8822378565446,27.74127118760321
Aydin,Karacasu,37.73597394836834,28.677807129558605
Aydin,Karpuzlu,37.54116061913673,27.81128830620832
Aydin,Koçarlı,37.69146602471111,27.692614036388225
Aydin,Köşk,37.942655785720724,28.106744916294183
Aydin,Kuşadası,37.808131915523795,27.310280668342575
Aydin,Kuyucak,37.95516177755434,28.64135225677836
Aydin,Merkez,37.86075951401231,27.948734337676992
Aydin,Nazilli,37.96473526911057,28.43721646850949
Aydin,Söke,37.647109966191024,27.384176272092937
Aydin,Sultanhisar,37.920347795438154,28.231412165090305
Aydin,Yenipazar,37.791417287230395,28.195918284164623
Balikesir,Ayvalık,39.28466087583266,26.792423761682546
Balikesir,Balya,39.78847988083118,27.57191199218876
Balikesir,Bandırma,40.27576757832982,27.990252716855252
Balikesir,Bigadiç,39.41755345537736,28.221024615823275
Balikesir,Burhaniye,39.45920996324414,27.02603342384482
Balikesir,Dursunbey,39.51932445034296,28.63440987235684
Balikesir,Edremit,39.67256717145215,26.936136500967603
Balikesir,Erdek,40.46009732666961,27.85331402063123
Balikesir,Gömeç,39.37739701505705,26.91375543929803
Balikesir,Gönen,40.11830801899844,27.649882885351342
Balikesir,Havran,39.60364307800635,27.20732911027484
Balikesir,İvrindi,39.52020781909714,27.422197693918246
Balikesir,Kepsut,39.69367118029154,28.24739263244854
Balikesir,Manyas,40.04799126617292,27.93686534874738
Balikesir,Marmara,40.585202255536935,27.604060493151678
Balikesir,Merkez,39.63927431501591,27.86980579209771
Balikesir,Savaştepe,39.440114418326694,27.64335058865109
Balikesir,Sındırgı,39.222190787600496,28.262462628161344
Balikesir,Susurluk,39.90541501642517,28.132483443950196
Bartın,Amasra,41.69962438705989,32.39816122067383
Bartın,Kurucaşile,41.77097556484541,32.60701297194384
Bartın,Merkez,41.519958718205665,32.35264385246661
Bartın,Ulus,41.49845072851228,32.62726106699648
Batman,Beşiri,37.90578816185334,41.41578840592358
Batman,Gercüş,37.646208635038064,41.32341591074757
Batman,Hasankeyf,37.7209098769813,41.53311306910117
Batman,Kozluk,38.184063339961206,41.474146344108355
Batman,Merkez,37.84771126621445,41.21536293987241
Batman,Sason,38.394355443438904,41.428198324322395
Bayburt,Aydıntepe,40.40667921617266,40.15511795744583
Bayburt,Demirözü,40.08685141603207,39.84707324466413
Bayburt,Merkez,40.2352630521446,40.31728489231579
Bilecik,Bozüyük,39.84992848888314,29.925561875402074
Bilecik,Gölpazarı,40.28690173180294,30.328222695855157
Bilecik,İnhisar,40.054477028029766,30.433291267840495
Bilecik,Merkez,40.1837370283268,29.950545143641925
Bilecik,Osmaneli,40.39133380080488,29.984592922439184
Bilecik,Pazaryeri,40.02805292032088,29.836646567904165
Bilecik,Söğüt,40.03626354266386,30.22700251571993
Bilecik,Yenipazar,40.222568681356066,30.562069341546472
Bingöl,Adaklı,39.265352976556414,40.59994391949918
Bingöl,Genç,38.679996049071654,40.67194136696366
Bingöl,Karlıova,39.28813763980579,40.97943516388019
Bingöl,Kiğı,39.280683666876456,40.34613229747032
Bingöl,Merkez,38.95653538140768,40.5767001518924
Bingöl,Solhan,38.94082309267707,41.08241219833148
Bingöl,Yayladere,39.21425852114746,40.139037385952065
Bingöl,Yedisu,39.45507218598347,40.64170454260995
Bitlis,Adilcevaz,38.84378505707948,42.884090501124774
Bitlis,Ahlat,38.8080426986623,42.33104847259745
Bitlis,Güroymak,38.58513433949118,42.06813446575023
Bitlis,Hizan,38.17296920802111,42.57945685936583
Bitlis,Merkez,38.30170763734375,42.086734338299166
Bitlis,Mutki,38.42641169336891,41.781486870676034
Bitlis,Tatvan,38.51799967914113,42.518284975602484
Bolu,Dörtdivan,40.62557023633769,32.015302273920305
Bolu,Gerede,40.67750222558938,32.289424493167886
Bolu,Göynük,40.35526736058966,30.831437477465787
Bolu,Kıbrıscık,40.45772979471433,31.88822325927627
Bolu,Mengen,40.93990906222086,31.990957250994988
Bolu,Merkez,40.72073195594632,31.673141976646576
Bolu,Mudurnu,40.51828726530535,31.217153176573294
Bolu,Seben,40.43696945302324,31.584044874139128
Bolu,Yeniçağa,40.80937533872298,31.99219570377489
Burdur,Ağlasun,37.631947177072746,30.593209660332683
Burdur,Altınyayla,37.04173890420034,29.5441406747095
Burdur,Bucak,37.378590722548694,30.588776374774806
Burdur,Çavdır,37.129992894606076,29.719406047971436
Burdur,Çeltikçi,37.544296263046704,30.446935392977203
Burdur,Gölhisar,37.18845572099243,29.52214544826325
Burdur,Karamanlı,37.40390578319255,29.85091477079453
Burdur,Kemer,37.373950183680115,30.104810447855442
Burdur,Merkez,37.628217417969715,30.226163400073304
Burdur,Tefenni,37.2930474558543,29.773586929586024
Burdur,Yeşilova,37.59087483186178,29.78477474607546
Bursa,Büyükorhan,39.74222592946965,28.84076119702224
Bursa,Gemlik,40.43308628997939,29.15077065434237
Bursa,Gürsu,40.26506435710233,29.179195644003936
Bursa,Harmancık,39.654208919373616,29.110398587566632
Bursa,İnegöl,40.0349870607832,29.522770543575465
Bursa,İznik,40.489658157507016,29.681730234274216
Bursa,Karacabey,40.2506147447206,28.366260752503567
Bursa,Keles,39.89087917800992,29.222322089412927
Bursa,Kestel,40.189204642800526,29.254841897213446
Bursa,Mudanya,40.329420837948334,28.76125777747832
Bursa,Mustafa Kemalpaşa,39.975895156889386,28.512530197711737
Bursa,Nilüfer,40.22204261687022,28.890598728375533
Bursa,Orhaneli,39.92629502402387,28.916652404445635
Bursa,Orhangazi,40.46876919313118,29.350114594256453
Bursa,Osmangazi,40.081832405102254,29.070189737070855
Bursa,Yenişehir,40.280319560486575,29.591409411245856
Bursa,Yıldırım,40.184490589049894,29.08512512822974
Çanakkale,Ayvacık,39.586787543162686,26.371420366197356
Çanakkale,Bayramiç,39.84608290314919,26.685069277992156
Çanakkale,Biga,40.27712729839052,27.22471955345804
Çanakkale,Bozcaada,39.82570681379318,26.033950596135274
Çanakkale,Çan,40.039921613613885,26.995281790417074
Çanakkale,Eceabat,40.23705377484916,26.32878444433767
Çanakkale,Ezine,39.7982110334579,26.291049625036806
Çanakkale,Gelibolu,40.54595869892671,26.75946735682376
Çanakkale,Gökçeada,40.16148758566151,25.839946595793297
Çanakkale,Lapseki,40.26930252455806,26.786739180265368
Çanakkale,Merkez,40.051362018967694,26.49063137622703
Çanakkale,Yenice,39.953529136827726,27.28701330683691
Çankiri,Atkaracalar,40.854304922089554,33.133748881522905
Çankiri,Bayramören,41.0001410314044,33.22357399902238
Çankiri,Çerkeş,40.83111254275211,32.81619634601364
Çankiri,Eldivan,40.50778080478367,33.50606842367421
Çankiri,Ilgaz,40.932345353961736,33.697422077235494
Çankiri,Kızılırmak,40.368500435969366,33.9952849542275
Çankiri,Korgun,40.71809812293938,33.49732370486053
Çankiri,Kurşunlu,40.8353723778876,33.35167261689867
Çankiri,Merkez,40.520493896493576,33.77204892329665
Çankiri,Orta,40.63803171594383,33.09373290936319
Çankiri,Şabanözü,40.47935194484709,33.2725376007997
Çankiri,Yapraklı,40.724058598855315,33.951223939992595
Çorum,Alaca,40.15899445480406,34.9114473180059
Çorum,Bayat,40.670881431372344,34.21243326562259
Çorum,Boğazkale,40.05695932229837,34.5917298617765
Çorum,Dodurga,40.841556572932326,34.77285015478549
Çorum,İskilip,40.79475404017048,34.44576684481841
Çorum,Kargı,41.13507828874499,34.50404949077588
Çorum,Laçin,40.76479887239133,34.92092028962781
Çorum,Mecitözü,40.48318037093678,35.275709351222815
Çorum,Merkez,40.48975217910049,34.875468919946535
Çorum,Oğuzlar,40.78869540381118,34.658254903967546
Çorum,Ortaköy,40.270835320527496,35.26329676387318
Çorum,Osmancık,41.00692975662824,34.844932177816304
Çorum,Sungurlu,40.19507484008395,34.32267601283664
Çorum,Uğurludağ,40.464284947492736,34.44794945672919
Denizli,Acıpayam,37.33933383939545,29.33396507387319
Denizli,Akköy,37.94103850464806,29.086027955019617
Denizli,Babadağ,37.77111400029565,28.898037396240795
Denizli,Baklan,37.92459317400562,29.54562852887636
Denizli,Bekilli,38.18746994776894,29.436349283272563
Denizli,Beyağaç,37.24500268960412,28.922546358305198
Denizli,Bozkurt,37.740664155312416,29.541026087153085
Denizli,Buldan,38.09587092586782,28.876152875964728
Denizli,Çal,38.02226458442735,29.352446079966764
Denizli,Çameli,37.01755459625872,29.233624784482405
Denizli,Çardak,37.75051688722983,29.69483873165797
Denizli,Çivril,38.22227530807361,29.778093222564106
Denizli,Güney,38.142722497048815,29.063872953575608
Denizli,Honaz,37.734171775458215,29.329039908395
Denizli,Kale,37.43766297456657,28.74912834300417
Denizli,Merkez,37.79372417019381,29.132340880595557
Denizli,Sarayköy,37.89836458698163,28.912885148733352
Denizli,Serinhisar,37.552817219173086,29.281140957698554
Denizli,Tavas,37.46421051239274,29.01421998591196
Diyarbakir,Bismil,37.89940003676535,40.80332630683015
Diyarbakir,Çermik,38.088946634460925,39.4631838299742
Diyarbakir,Çınar,37.712549490921035,40.18711926362229
Diyarbakir,Çüngüş,38.26689127466445,39.30862010536757
Diyarbakir,Dicle,38.382471319032874,40.114641788175916
Diyarbakir,Eğil,38.216758677039486,40.139863645280656
Diyarbakir,Ergani,38.159198774234284,39.75665517759505
Diyarbakir,Hani,38.39594303975099,40.42532191536514
Diyarbakir,Hazro,38.26052010485517,40.783690953678175
Diyarbakir,Kocaköy,38.25372461152036,40.53853481913383
Diyarbakir,Kulp,38.51204705807711,41.141721602528456
Diyarbakir,Lice,38.46391255755479,40.68807787732522
Diyarbakir,Merkez,38.011024710800115,40.21933226021625
Diyarbakir,Silvan,38.16098998503084,40.98316542366104
Düzce,Akçakoca,41.045781575012136,31.20331535525017
Düzce,Çilimli,40.909439777811,31.092615059456218
Düzce,Cumayeri,40.91700443544357,30.978270178383166
Düzce,Gölyaka,40.7516337344745,31.044692126761472
Düzce,Gümüşova,40.840283603853095,30.9661187582642
Düzce,Kaynaşlı,40.73727736076305,31.276537562994076
Düzce,Merkez,40.89086619807287,31.26042024552148
Düzce,Yığılca,40.96771380981594,31.533375821316614
Edirne,Enez,40.683573045048824,26.20099290352894
Edirne,Havsa,41.56683790153863,26.839268464265242
Edirne,İpsala,40.925673775274454,26.402864671082135
Edirne,Keşan,40.79108325519056,26.577594258606638
Edirne,Lalapaşa,41.90005539069267,26.763840264450554
Edirne,Meriç,41.18595682542997,26.430161618688413
Edirne,Merkez,41.69692646782676,26.58610117041742
Edirne,Süleoğlu,41.79834487990778,26.887079499801484
Edirne,Uzunköprü,41.23960793303152,26.720059014763873
Elazığ,Ağın,38.936466589585024,38.696779330751454
Elazığ,Alacakaya,38.50053253041583,39.85328384188119
Elazığ,Aricak,38.5449679461262,40.136525060343914
Elazığ,Baskil,38.56088294896374,38.64336950938127
Elazığ,Karakoçan,38.99503194877698,40.11136508785218
Elazığ,Keban,38.76359890770932,38.75631265855217
Elazığ,Kovancılar,38.74977258541836,39.8337368411011
Elazığ,Maden,38.45017084855697,39.56469161870266
Elazığ,Merkez,38.66470595655887,39.20746626635856
Elazığ,Palu,38.683891493216144,40.071355126229285
Elazığ,Sivrice,38.421141931396306,39.12886769213131
Erzincan,Çayırlı,39.81310673034024,39.93193177634769
Erzincan,İliç,39.52388791883921,38.566615766883395
Erzincan,Kemah,39.60381991193078,39.02807984171855
Erzincan,Kemaliye,39.22161286874497,38.597820713163976
Erzincan,Merkez,39.709070470902674,39.46140511571247
Erzincan,Otlukbeli,39.98395877449107,40.09016155507552
Erzincan,Refahiye,39.87494518479539,38.75901587965283
Erzincan,Tercan,39.70640038835201,40.35403373045475
Erzincan,Üzümlü,39.6721184494603,39.835222873478344
Erzurum,Aşkale,39.915141833741195,40.63284600712492
Erzurum,Çat,39.64434908406401,40.92674632515045
Erzurum,Hınıs,39.35478320127616,41.71943713681075
Erzurum,Horasan,40.03768146720374,42.20933963497644
Erzurum,Ilıca,40.06051189027708,40.96586411948908
Erzurum,İspir,40.53903127305815,41.010440924012286
Erzurum,Karaçoban,39.327010525542356,42.04459222035834
Erzurum,Karayazı,39.641627960139026,42.131674523471595
Erzurum,Köprüköy,39.93353079704202,41.93307892221484
Erzurum,Merkez,40.01693654095463,41.295639655990534
Erzurum,Narman,40.30387369662182,41.876795644186885
Erzurum,Oltu,40.54118481933966,41.9584050237501
Erzurum,Olur,40.849712765087446,42.145239424823885
Erzurum,Pasinler,40.00175713156368,41.65538810715601
Erzurum,Pazaryolu,40.44410649105653,40.65849911750096
Erzurum,Şenkaya,40.566457453774156,42.348716120422495
Erzurum,Tekman,39.60753193621327,41.429223468255955
Erzurum,Tortum,40.375904530236475,41.392980117006964
Erzurum,Uzundere,40.57650451547059,41.617590577405295
Eskisehir,Alpu,39.83988312055947,31.072498827591932
Eskisehir,Beylikova,39.7313679564012,31.284178134182092
Eskisehir,Çifteler,39.324684194608636,31.079276786337147
Eskisehir,Günyüzü,39.4335074401434,31.874961295634886
Eskisehir,Han,39.21412280379657,30.78813344360013
Eskisehir,İnönü,39.78025420854546,30.142653494305435
Eskisehir,Mahmudiye,39.54338396933078,31.028086769753877
Eskisehir,Merkez,39.76893817537347,30.586076717492112
Eskisehir,Mihalgazi,40.01225192040028,30.615698309231338
Eskisehir,Mihalıçcık,39.874863842655174,31.530774746308815
Eskisehir,Sarıcakaya,40.09445525583495,30.71246732768952
Eskisehir,Seyitgazi,39.38052733519961,30.622506372961663
Eskisehir,Sivrihisar,39.400504259595266,31.544173630328824
Gaziantep,Araban,37.43818854151698,37.79557725264918
Gaziantep,İslahiye,36.978422767614965,36.687675004544474
Gaziantep,Karkamış,36.819220074033495,37.87956431534849
Gaziantep,Nizip,37.005112141082805,37.77127482802177
Gaziantep,Nurdağı,37.164145566714105,36.8617928569572
Gaziantep,Oğuzeli,36.83216573670972,37.53786597505074
Gaziantep,Şahinbey,36.9848777203703,37.27574881932845
Gaziantep,Şehitkamil,37.18123112482387,37.348052764578604
Gaziantep,Yavuzeli,37.29676474471246,37.64446922572372
Giresun,Alucra,40.38300992492985,38.77761314507524
Giresun,Bulancak,40.74680260913492,38.19549424051211
Giresun,Çamoluk,40.127689039216236,38.76856973995934
Giresun,Çanakçı,40.83607572978308,39.0175361684549
Giresun,Dereli,40.61246224068168,38.41243565736755
Giresun,Doğankent,40.75586227509237,38.94067236805108
Giresun,Espiye,40.872741186142626,38.73074961805524
Giresun,Eynesil,40.99567250576602,39.10455368617882
Giresun,Görele,40.93177975042658,38.85131419626621
Giresun,Güce,40.66755698293265,38.80471169514468
Giresun,Keşap,40.85842518009639,38.55598510480113
Giresun,Merkez,40.80986585295606,38.383896371892824
Giresun,Piraziz,40.85906200672639,38.12087716720453
Giresun,Şultan Karahisar,40.32327665105763,38.43147719535128
Giresun,Tirebolu,40.96485667487345,39.00478628619495
Giresun,Yağlıdere,40.75016807456692,38.68191738035266
Gümüshane,Kelkit,40.04567172458867,39.43654363730852
Gümüshane,Köse,40.187759985737785,39.67972403749734
Gümüshane,Kürtün,40.626054578382295,39.02396728252227
Gümüshane,Merkez,40.44555134314321,39.68167430901277
Gümüshane,Şiran,40.181826235154276,39.09087130593334
Gümüshane,Torul,40.495090761274305,39.21107124554808
Hakkari,Çukurca,37.30133061417332,43.67580408541689
Hakkari,Merkez,37.51429578294851,43.715555805753276
Hakkari,Şemdinli,37.26871304501031,44.484067066453825
Hakkari,Yüksekova,37.55132641531982,44.225456659119544
Hatay,Altınözü,36.077362500758845,36.27738870510159
Hatay,Belen,36.463036453427264,36.16665447695214
Hatay,Dörtyol,36.821034067384296,36.29969350038391
Hatay,Erzin,36.956907222636524,36.11736068446133
Hatay,Hassa,36.76514947160238,36.506102239837396
Hatay,İskenderun,36.47368683565411,36.05519234519519
Hatay,Kırıkhan,36.49365230933255,36.40729317118653
Hatay,Kumlu,36.34933386810197,36.54898577987408
Hatay,Merkez,36.24125769712964,36.136416775852645
Hatay,Reyhanlı,36.26471058756778,36.476622426828754
Hatay,Samandağ,36.17747158776889,35.953866701866424
Hatay,Yayladağı,35.93607206824389,36.08127499398871
Iğdır,Aralık,39.81909803789586,44.45019438381413
Iğdır,Karakoyunlu,40.004531962289164,44.24665510497954
Iğdır,Merkez,39.861036652191466,44.03699765698201
Iğdır,Tuzluca,39.9899571445607,43.5646862523151
Isparta,Aksu,37.71958423413392,31.22850716642059
Isparta,Atabey,37.95374904227972,30.61521940737025
Isparta,Eğirdir,37.82205114130962,30.91082815075846
Isparta,Gelendost,38.07833468362622,31.054916897244574
Isparta,Gönen,37.945537916034624,30.44781907299732
Isparta,Keçiborlu,37.87842901793429,30.250525092170108
Isparta,Merkez,37.80207146777093,30.601775144646975
Isparta,Şarkikaraağaç,38.058740307391524,31.374744423455674
Isparta,Senirkent,38.12715507056526,30.67740919674908
Isparta,Sütçüler,37.516368465260534,31.084157244337096
Isparta,Uluborlu,38.08199843581524,30.47692246009521
Isparta,Yalvaç,38.29591231571657,31.097060581917326
Isparta,Yenişarbademli,37.80004196343562,31.364197813179263
Istanbul,Adalar,40.870840199799005,29.09589199563971
Istanbul,Arnavutkoy,41.22317279987966,28.692440992349574
Istanbul,Atasehir,41.00336548670554,29.117406215912766
Istanbul,Avcılar,41.021664733808755,28.726502530152345
Istanbul,Bağcılar,41.04588412173794,28.838456582007097
Istanbul,Bahçelievler,41.013296627028936,28.83592824502312
Istanbul,Bakırköy,40.98364353516592,28.827035969402267
Istanbul,Basaksehir,41.09465405294947,28.77343939805951
Istanbul,Bayrampaşa,41.05509608673799,28.895123272774008
Istanbul,Beşiktaş,41.07073951360178,29.018757944667957
Istanbul,Beykoz,41.152105583299985,29.2022041944512
Istanbul,Beylikduzu,40.986155998030455,28.64918154538088
Istanbul,Beyoğlu,41.040733141941466,28.966952511595764
Istanbul,Büyükçekmece,41.04887474327648,28.5547952712492
Istanbul,Çatalca,41.303680786419086,28.403950627033687
Istanbul,Çekmekoy,41.08152979037292,29.278654285926937
Istanbul,Esenler,41.064986635032284,28.867542858845773
Istanbul,Esenyurt,41.04567353283205,28.67143399099698
Istanbul,Eyüp,41.19085996166908,28.89908925594364
Istanbul,Fatih,41.01406336197062,28.941286725740135
Istanbul,Gaziosmanpaşa,41.07521172730295,28.90479607199568
Istanbul,Güngören,41.02401986029414,28.874405665972372
Istanbul,Kadıköy,40.99514327048232,29.0487947318557
Istanbul,Kağıthane,41.08529370921891,28.969511875681288
Istanbul,Kartal,40.93256571728403,29.17954287028946
Istanbul,Küçükçekmece,41.029751786033096,28.779733067186466
Istanbul,Maltepe,40.96717477627857,29.137476253659297
Istanbul,Pendik,40.970641870947084,29.32430391148227
Istanbul,Sancaktepe,41.023229585430045,29.24680873364361
Istanbul,Sarıyer,41.1918629624813,29.027881280850682
Istanbul,Şile,41.1071150031493,29.581913800310474
Istanbul,Silivri,41.16277749487677,28.26095576819644
Istanbul,Şişli,41.10578926660864,28.988598793102064
